"행정구역","2026년06월_계_총인구수","2026년06월_계_연령구간인구수","2026년06월_계_0~4세","2026년06월_계_5~9세","2026년06월_계_10~14세","2026년06월_계_15~19세","2026년06월_계_20~24세","2026년06월_계_25~29세","2026년06월_계_30~34세","2026년06월_계_35~39세","2026년06월_계_40~44세","2026년06월_계_45~49세","2026년06월_계_50~54세","2026년06월_계_55~59세","2026년06월_계_60~64세","2026년06월_계_65~69세","2026년06월_계_70~74세","2026년06월_계_75~79세","2026년06월_계_80~84세","2026년06월_계_85~89세","2026년06월_계_90~94세","2026년06월_계_95~99세","2026년06월_계_100세 이상","2026년06월_남_총인구수","2026년06월_남_연령구간인구수","2026년06월_남_0~4세","2026년06월_남_5~9세","2026년06월_남_10~14세","2026년06월_남_15~19세","2026년06월_남_20~24세","2026년06월_남_25~29세","2026년06월_남_30~34세","2026년06월_남_35~39세","2026년06월_남_40~44세","2026년06월_남_45~49세","2026년06월_남_50~54세","2026년06월_남_55~59세","2026년06월_남_60~64세","2026년06월_남_65~69세","2026년06월_남_70~74세","2026년06월_남_75~79세","2026년06월_남_80~84세","2026년06월_남_85~89세","2026년06월_남_90~94세","2026년06월_남_95~99세","2026년06월_남_100세 이상","2026년06월_여_총인구수","2026년06월_여_연령구간인구수","2026년06월_여_0~4세","2026년06월_여_5~9세","2026년06월_여_10~14세","2026년06월_여_15~19세","2026년06월_여_20~24세","2026년06월_여_25~29세","2026년06월_여_30~34세","2026년06월_여_35~39세","2026년06월_여_40~44세","2026년06월_여_45~49세","2026년06월_여_50~54세","2026년06월_여_55~59세","2026년06월_여_60~64세","2026년06월_여_65~69세","2026년06월_여_70~74세","2026년06월_여_75~79세","2026년06월_여_80~84세","2026년06월_여_85~89세","2026년06월_여_90~94세","2026년06월_여_95~99세","2026년06월_여_100세 이상"
"경기도 화성시 효행구 (4159300000)","160,481","160,481","6,861","6,511","7,743","7,908","7,467","9,119","12,757","13,259","13,184","13,099","13,257","12,650","11,039","9,926","6,422","4,013","2,654","1,689","731","163","29","82,781","82,781","3,501","3,250","3,922","3,930","3,861","4,813","6,682","7,181","7,124","6,923","7,023","6,675","5,829","5,140","3,258","1,827","1,105","555","162","18","2","77,700","77,700","3,360","3,261","3,821","3,978","3,606","4,306","6,075","6,078","6,060","6,176","6,234","5,975","5,210","4,786","3,164","2,186","1,549","1,134","569","145","27"
"경기도 화성시 병점구 (4159500000)","174,794","174,794","6,556","7,703","9,208","9,285","9,032","12,970","15,156","14,375","15,611","15,270","14,661","13,125","10,079","8,647","5,540","3,427","2,262","1,313","461","103","10","90,433","90,433","3,395","3,969","4,723","4,783","4,729","7,291","8,550","7,637","8,261","8,004","7,588","6,582","5,106","4,187","2,624","1,491","890","476","132","13","2","84,361","84,361","3,161","3,734","4,485","4,502","4,303","5,679","6,606","6,738","7,350","7,266","7,073","6,543","4,973","4,460","2,916","1,936","1,372","837","329","90","8"
"경기도 화성시 동탄구 (4159700000)","428,989","428,989","20,436","24,676","32,715","28,278","18,964","27,598","39,461","39,012","44,832","45,069","34,665","25,729","17,150","13,199","7,798","4,499","2,714","1,442","637","103","12","216,355","216,355","10,351","12,730","16,589","14,360","9,640","14,009","20,385","19,452","21,996","23,037","17,746","13,220","8,860","6,460","3,628","2,045","1,154","508","168","16","1","212,634","212,634","10,085","11,946","16,126","13,918","9,324","13,589","19,076","19,560","22,836","22,032","16,919","12,509","8,290","6,739","4,170","2,454","1,560","934","469","87","11"
"경기도 광주시 (4161000000)","399,111","399,111","11,171","14,857","18,701","17,672","15,897","21,697","25,760","25,796","32,685","34,347","34,733","35,741","31,874","30,692","20,286","12,508","8,045","4,572","1,653","367","57","203,068","203,068","5,689","7,569","9,644","8,993","8,313","11,544","13,768","13,343","17,001","18,139","18,087","18,137","16,077","15,127","10,003","5,894","3,582","1,625","452","67","14","196,043","196,043","5,482","7,288","9,057","8,679","7,584","10,153","11,992","12,453","15,684","16,208","16,646","17,604","15,797","15,565","10,283","6,614","4,463","2,947","1,201","300","43"
"경기도 양주시 (4163000000)","297,226","297,226","10,203","12,048","14,898","14,302","13,282","17,002","20,465","19,677","22,741","23,730","25,418","24,869","21,699","20,494","13,982","9,461","6,903","4,086","1,579","338","49","149,221","149,221","5,270","6,134","7,494","7,177","6,989","8,893","10,662","10,009","11,801","12,091","12,954","12,579","11,169","10,165","6,688","4,295","2,902","1,427","443","68","11","148,005","148,005","4,933","5,914","7,404","7,125","6,293","8,109","9,803","9,668","10,940","11,639","12,464","12,290","10,530","10,329","7,294","5,166","4,001","2,659","1,136","270","38"
"경기도 포천시 (4165000000)","140,468","140,468","2,420","3,064","4,414","5,263","5,778","7,907","7,708","6,311","6,880","8,394","11,464","14,241","15,363","15,732","9,710","6,207","4,725","3,279","1,274","281","53","74,393","74,393","1,250","1,635","2,293","2,804","3,225","4,578","4,458","3,590","3,808","4,513","6,181","7,676","8,444","8,490","5,153","2,925","1,927","1,066","322","44","11","66,075","66,075","1,170","1,429","2,121","2,459","2,553","3,329","3,250","2,721","3,072","3,881","5,283","6,565","6,919","7,242","4,557","3,282","2,798","2,213","952","237","42"
"경기도 여주시 (4167000000)","113,506","113,506","2,102","2,954","4,193","4,626","4,150","5,391","5,893","5,376","6,511","7,800","9,127","10,732","11,226","11,658","8,754","5,273","3,946","2,511","1,016","238","29","57,902","57,902","1,051","1,512","2,205","2,450","2,282","2,929","3,290","2,870","3,337","4,034","4,699","5,536","5,853","5,968","4,369","2,609","1,656","932","268","50","2","55,604","55,604","1,051","1,442","1,988","2,176","1,868","2,462","2,603","2,506","3,174","3,766","4,428","5,196","5,373","5,690","4,385","2,664","2,290","1,579","748","188","27"
"경기도 연천군 (4180000000)","42,977","42,977","804","1,020","1,283","1,491","1,838","2,534","2,397","1,804","2,023","2,197","2,859","3,598","4,341","4,895","3,507","2,450","1,976","1,347","503","100","10","22,563","22,563","402","524","650","784","1,105","1,592","1,447","1,040","1,121","1,179","1,597","1,899","2,317","2,515","1,817","1,138","813","445","148","28","2","20,414","20,414","402","496","633","707","733","942","950","764","902","1,018","1,262","1,699","2,024","2,380","1,690","1,312","1,163","902","355","72","8"
"경기도 가평군 (4182000000)","62,041","62,041","1,070","1,324","1,892","2,146","2,191","2,962","2,859","2,493","3,020","3,681","4,583","5,748","6,475","7,459","5,612","3,379","2,689","1,641","674","116","27","31,876","31,876","554","676","963","1,099","1,208","1,679","1,622","1,356","1,586","1,960","2,481","2,993","3,389","3,867","2,833","1,629","1,168","612","173","20","8","30,165","30,165","516","648","929","1,047","983","1,283","1,237","1,137","1,434","1,721","2,102","2,755","3,086","3,592","2,779","1,750","1,521","1,029","501","96","19"
"경기도 양평군 (4183000000)","126,822","126,822","2,277","3,151","4,779","5,082","4,097","4,625","5,372","5,082","6,864","8,171","9,791","11,283","13,032","14,963","11,273","7,071","5,144","3,124","1,312","289","40","63,721","63,721","1,182","1,626","2,446","2,680","2,315","2,542","2,879","2,600","3,469","4,003","5,119","5,648","6,590","7,530","5,601","3,513","2,376","1,194","345","60","3","63,101","63,101","1,095","1,525","2,333","2,402","1,782","2,083","2,493","2,482","3,395","4,168","4,672","5,635","6,442","7,433","5,672","3,558","2,768","1,930","967","229","37"
"강원특별자치도  (5100000000)","1,507,217","1,507,217","34,940","44,066","59,471","65,146","66,555","78,690","83,798","75,515","89,574","102,565","119,946","135,000","134,623","147,230","102,089","63,734","53,520","34,620","12,694","2,989","452","758,261","758,261","17,837","22,541","30,513","33,923","37,035","44,371","45,709","40,076","45,981","52,033","61,721","69,559","68,383","73,057","49,813","28,762","21,538","11,651","3,135","527","96","748,956","748,956","17,103","21,525","28,958","31,223","29,520","34,319","38,089","35,439","43,593","50,532","58,225","65,441","66,240","74,173","52,276","34,972","31,982","22,969","9,559","2,462","356"
"동해출장소  (5110500000)","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"강원특별자치도 춘천시 (5111000000)","285,027","285,027","7,633","9,239","12,560","13,029","16,751","17,744","18,585","16,395","18,352","19,966","21,982","23,957","22,346","23,202","16,247","9,692","8,756","5,820","2,205","503","63","140,401","140,401","3,852","4,746","6,451","6,728","8,743","9,681","9,823","8,428","9,220","9,845","10,740","12,042","11,045","11,030","7,714","4,185","3,475","1,982","552","97","22","144,626","144,626","3,781","4,493","6,109","6,301","8,008","8,063","8,762","7,967","9,132","10,121","11,242","11,915","11,301","12,172","8,533","5,507","5,281","3,838","1,653","406","41"
"강원특별자치도 원주시 (5113000000)","364,811","364,811","10,428","12,931","16,747","17,682","16,691","21,442","25,008","22,471","25,596","27,634","30,165","31,948","29,524","29,393","18,719","10,715","8,703","6,167","2,260","526","61","180,692","180,692","5,302","6,636","8,535","9,007","9,052","11,362","12,996","11,553","12,851","13,637","14,706","15,889","14,701","14,383","9,060","4,781","3,473","2,105","552","97","14","184,119","184,119","5,126","6,295","8,212","8,675","7,639","10,080","12,012","10,918","12,745","13,997","15,459","16,059","14,823","15,010","9,659","5,934","5,230","4,062","1,708","429","47"
"강원특별자치도 강릉시 (5115000000)","205,666","205,666","4,334","5,611","7,779","8,557","9,093","10,716","10,992","9,663","11,949","14,615","17,555","18,608","17,825","19,734","14,174","9,572","7,770","4,750","1,827","475","67","101,963","101,963","2,244","2,909","4,027","4,512","5,167","5,837","5,919","5,182","6,056","7,419","8,982","9,445","8,791","9,397","6,539","4,255","3,132","1,581","481","82","6","103,703","103,703","2,090","2,702","3,752","4,045","3,926","4,879","5,073","4,481","5,893","7,196","8,573","9,163","9,034","10,337","7,635","5,317","4,638","3,169","1,346","393","61"
"강원특별자치도 동해시 (5117000000)","85,589","85,589","1,901","2,587","3,800","3,964","3,201","4,042","4,318","3,740","5,183","6,478","7,662","8,093","7,187","8,052","5,862","3,902","3,044","1,786","635","136","16","43,362","43,362","984","1,306","1,966","2,087","1,880","2,383","2,492","2,003","2,696","3,276","4,053","4,212","3,613","3,826","2,765","1,786","1,210","645","152","25","2","42,227","42,227","917","1,281","1,834","1,877","1,321","1,659","1,826","1,737","2,487","3,202","3,609","3,881","3,574","4,226","3,097","2,116","1,834","1,141","483","111","14"
"강원특별자치도 태백시 (5119000000)","36,811","36,811","546","847","1,390","1,773","1,220","1,376","1,355","1,315","1,990","2,703","3,149","3,440","3,286","4,055","3,164","2,238","1,654","948","302","45","15","18,637","18,637","278","443","730","947","676","828","785","719","1,045","1,378","1,747","1,890","1,719","2,020","1,480","927","667","285","66","4","3","18,174","18,174","268","404","660","826","544","548","570","596","945","1,325","1,402","1,550","1,567","2,035","1,684","1,311","987","663","236","41","12"
"강원특별자치도 속초시 (5121000000)","78,893","78,893","1,764","2,262","3,344","3,170","2,685","3,862","4,406","4,191","4,961","5,566","6,604","7,597","7,335","7,755","5,282","3,345","2,556","1,479","535","172","22","38,976","38,976","920","1,184","1,655","1,625","1,467","2,160","2,442","2,328","2,519","2,806","3,254","3,714","3,591","3,692","2,501","1,436","1,006","490","147","33","6","39,917","39,917","844","1,078","1,689","1,545","1,218","1,702","1,964","1,863","2,442","2,760","3,350","3,883","3,744","4,063","2,781","1,909","1,550","989","388","139","16"
"강원특별자치도 삼척시 (5123000000)","60,294","60,294","1,209","1,454","1,927","2,630","3,235","2,500","2,349","2,259","2,985","3,733","4,856","5,552","5,653","6,510","4,709","3,327","2,731","1,745","759","144","27","30,872","30,872","626","754","979","1,378","1,865","1,492","1,295","1,228","1,615","1,979","2,727","3,113","2,961","3,270","2,287","1,525","1,021","539","196","18","4","29,422","29,422","583","700","948","1,252","1,370","1,008","1,054","1,031","1,370","1,754","2,129","2,439","2,692","3,240","2,422","1,802","1,710","1,206","563","126","23"
"강원특별자치도 홍천군 (5172000000)","65,849","65,849","1,152","1,520","2,079","2,232","2,013","2,678","2,827","2,559","3,059","3,558","4,517","6,002","7,290","8,779","6,152","3,469","2,891","2,049","806","186","31","33,960","33,960","577","774","1,048","1,132","1,179","1,619","1,629","1,449","1,611","1,855","2,450","3,130","3,862","4,543","3,251","1,720","1,202","702","191","28","8","31,889","31,889","575","746","1,031","1,100","834","1,059","1,198","1,110","1,448","1,703","2,067","2,872","3,428","4,236","2,901","1,749","1,689","1,347","615","158","23"
"강원특별자치도 횡성군 (5173000000)","45,575","45,575","587","915","1,241","1,965","1,326","1,416","1,386","1,395","1,864","2,296","3,023","4,287","5,438","6,620","4,597","2,699","2,255","1,550","553","145","17","23,612","23,612","303","485","665","1,050","767","813","787","737","980","1,263","1,688","2,222","2,885","3,458","2,441","1,361","997","549","142","19","0","21,963","21,963","284","430","576","915","559","603","599","658","884","1,033","1,335","2,065","2,553","3,162","2,156","1,338","1,258","1,001","411","126","17"
"강원특별자치도 영월군 (5175000000)","35,714","35,714","420","731","1,033","1,353","1,151","1,116","1,077","1,134","1,568","1,934","2,628","3,465","4,050","4,799","3,466","2,177","1,876","1,200","437","87","12","18,510","18,510","229","382","544","780","683","646","612","603","823","1,024","1,421","1,912","2,210","2,533","1,816","1,015","745","402","103","23","4","17,204","17,204","191","349","489","573","468","470","465","531","745","910","1,207","1,553","1,840","2,266","1,650","1,162","1,131","798","334","64","8"
"강원특별자치도 평창군 (5176000000)","39,897","39,897","488","704","1,095","1,379","1,240","1,392","1,270","1,253","1,681","2,286","3,102","4,017","4,634","5,507","3,832","2,365","1,851","1,305","391","88","17","20,688","20,688","237","332","557","736","730","841","738","682","913","1,200","1,718","2,152","2,458","2,904","1,987","1,119","806","468","96","12","2","19,209","19,209","251","372","538","643","510","551","532","571","768","1,086","1,384","1,865","2,176","2,603","1,845","1,246","1,045","837","295","76","15"
"강원특별자치도 정선군 (5177000000)","35,128","35,128","393","619","916","1,158","1,146","1,232","1,086","1,210","1,646","2,258","2,962","3,670","3,876","4,601","3,189","2,035","1,697","1,003","343","62","26","18,479","18,479","187","296","483","596","618","714","662","669","927","1,305","1,750","2,076","2,129","2,423","1,638","908","671","330","76","14","7","16,649","16,649","206","323","433","562","528","518","424","541","719","953","1,212","1,594","1,747","2,178","1,551","1,127","1,026","673","267","48","19"
"강원특별자치도 철원군 (5178000000)","39,711","39,711","1,032","1,172","1,378","1,621","1,751","2,190","2,261","1,849","2,011","2,365","2,841","3,321","3,673","3,991","2,781","2,047","1,883","1,112","321","95","16","20,502","20,502","515","583","687","879","1,073","1,414","1,367","1,027","1,072","1,206","1,550","1,747","1,936","2,040","1,266","924","760","350","88","17","1","19,209","19,209","517","589","691","742","678","776","894","822","939","1,159","1,291","1,574","1,737","1,951","1,515","1,123","1,123","762","233","78","15"
"강원특별자치도 화천군 (5179000000)","22,579","22,579","567","631","780","813","1,146","1,586","1,406","1,092","1,095","1,102","1,439","1,873","2,107","2,399","1,608","993","988","664","220","54","16","12,114","12,114","287","295","392","413","730","1,071","874","664","575","604","762","1,014","1,150","1,295","859","448","401","215","47","13","5","10,465","10,465","280","336","388","400","416","515","532","428","520","498","677","859","957","1,104","749","545","587","449","173","41","11"
"강원특별자치도 양구군 (5180000000)","20,372","20,372","540","635","762","1,078","904","1,183","1,159","1,031","1,126","1,117","1,321","1,691","1,934","2,092","1,371","837","821","530","200","38","2","10,718","10,718","283","301","390","549","552","791","699","575","590","579","721","912","1,013","1,102","732","358","344","177","44","6","0","9,654","9,654","257","334","372","529","352","392","460","456","536","538","600","779","921","990","639","479","477","353","156","32","2"
"강원특별자치도 인제군 (5181000000)","30,771","30,771","922","957","1,072","1,038","1,294","1,986","2,040","1,705","1,759","1,850","2,126","2,430","2,913","3,278","2,135","1,133","1,089","714","253","63","14","16,875","16,875","483","492","568","561","841","1,362","1,286","997","979","995","1,244","1,335","1,499","1,792","1,120","551","466","235","55","11","3","13,896","13,896","439","465","504","477","453","624","754","708","780","855","882","1,095","1,414","1,486","1,015","582","623","479","198","52","11"
"강원특별자치도 고성군 (5182000000)","27,204","27,204","575","626","771","826","908","1,240","1,280","1,206","1,348","1,424","1,979","2,504","2,764","3,149","2,332","1,503","1,454","921","294","85","15","13,936","13,936","292","311","411","455","541","760","745","677","727","776","1,096","1,354","1,431","1,612","1,155","667","553","294","62","12","5","13,268","13,268","283","315","360","371","367","480","535","529","621","648","883","1,150","1,333","1,537","1,177","836","901","627","232","73","10"
"강원특별자치도 양양군 (5183000000)","27,326","27,326","449","625","797","878","800","989","993","1,047","1,401","1,680","2,035","2,545","2,788","3,314","2,469","1,685","1,501","877","353","85","15","13,964","13,964","238","312","425","488","471","597","558","555","782","886","1,112","1,400","1,389","1,737","1,202","796","609","302","85","16","4","13,362","13,362","211","313","372","390","329","392","435","492","619","794","923","1,145","1,399","1,577","1,267","889","892","575","268","69","11"
"충청북도  (4300000000)","1,600,787","1,600,787","40,491","50,857","69,720","73,399","72,422","92,538","103,980","90,761","105,130","114,651","128,293","141,913","134,142","138,372","94,423","59,180","45,420","30,087","12,275","2,413","320","816,339","816,339","20,753","26,193","35,590","38,104","39,487","51,767","58,819","49,136","55,070","59,832","66,170","72,566","68,917","69,601","45,972","27,205","17,880","9,830","2,989","406","52","784,448","784,448","19,738","24,664","34,130","35,295","32,935","40,771","45,161","41,625","50,060","54,819","62,123","69,347","65,225","68,771","48,451","31,975","27,540","20,257","9,286","2,007","268"
"충청북도 청주시 (4311000000)","859,571","859,571","26,073","31,428","41,990","42,520","43,873","57,718","67,030","56,966","63,411","66,280","70,047","72,214","62,432","59,882","39,200","24,238","17,641","11,074","4,569","879","106","434,988","434,988","13,294","16,120","21,434","21,834","23,486","31,627","37,376","30,509","32,793","34,157","35,076","35,823","31,150","29,131","18,516","10,889","6,907","3,569","1,136","147","14","424,583","424,583","12,779","15,308","20,556","20,686","20,387","26,091","29,654","26,457","30,618","32,123","34,971","36,391","31,282","30,751","20,684","13,349","10,734","7,505","3,433","732","92"
"충청북도 청주시 상당구 (4311100000)","193,079","193,079","5,285","7,166","9,891","9,568","8,383","10,956","12,554","11,170","13,548","14,786","16,087","17,254","15,633","15,072","10,169","6,334","4,754","2,998","1,196","246","29","95,877","95,877","2,686","3,612","5,028","5,000","4,521","5,863","6,656","5,738","6,807","7,503","7,954","8,470","7,812","7,365","4,874","2,825","1,854","966","299","39","5","97,202","97,202","2,599","3,554","4,863","4,568","3,862","5,093","5,898","5,432","6,741","7,283","8,133","8,784","7,821","7,707","5,295","3,509","2,900","2,032","897","207","24"
"충청북도 청주시 서원구 (4311200000)","187,779","187,779","4,613","5,220","7,825","9,433","11,945","12,566","12,908","10,193","11,471","13,464","16,095","17,408","14,883","14,905","9,914","6,254","4,523","2,797","1,114","219","29","93,588","93,588","2,337","2,745","4,013","4,799","6,306","6,873","7,184","5,477","5,859","6,714","7,847","8,441","7,378","7,183","4,597","2,753","1,796","952","295","36","3","94,191","94,191","2,276","2,475","3,812","4,634","5,639","5,693","5,724","4,716","5,612","6,750","8,248","8,967","7,505","7,722","5,317","3,501","2,727","1,845","819","183","26"
"충청북도 청주시 흥덕구 (4311300000)","292,625","292,625","10,849","12,097","14,217","13,573","14,050","21,953","27,330","23,200","23,502","22,387","23,089","23,229","19,551","17,606","10,918","6,507","4,438","2,691","1,194","216","28","149,484","149,484","5,479","6,174","7,253","7,012","7,567","11,941","15,294","12,381","12,368","11,572","11,602","11,499","9,684","8,571","5,179","2,985","1,740","841","298","41","3","143,141","143,141","5,370","5,923","6,964","6,561","6,483","10,012","12,036","10,819","11,134","10,815","11,487","11,730","9,867","9,035","5,739","3,522","2,698","1,850","896","175","25"
"충청북도 청주시 청원구 (4311400000)","186,088","186,088","5,326","6,945","10,057","9,946","9,495","12,243","14,238","12,403","14,890","15,643","14,776","14,323","12,365","12,299","8,199","5,143","3,926","2,588","1,065","198","20","96,039","96,039","2,792","3,589","5,140","5,023","5,092","6,950","8,242","6,913","7,759","8,368","7,673","7,413","6,276","6,012","3,866","2,326","1,517","810","244","31","3","90,049","90,049","2,534","3,356","4,917","4,923","4,403","5,293","5,996","5,490","7,131","7,275","7,103","6,910","6,089","6,287","4,333","2,817","2,409","1,778","821","167","17"
"충청북도 충주시 (4313000000)","205,978","205,978","4,515","5,963","8,222","9,028","8,833","10,900","11,770","10,717","12,726","14,173","16,606","19,037","18,508","19,584","13,534","8,245","6,738","4,616","1,869","342","52","104,552","104,552","2,383","3,063","4,127","4,759","4,911","6,282","6,849","5,910","6,704","7,261","8,500","9,590","9,424","9,886","6,505","3,699","2,672","1,501","452","61","13","101,426","101,426","2,132","2,900","4,095","4,269","3,922","4,618","4,921","4,807","6,022","6,912","8,106","9,447","9,084","9,698","7,029","4,546","4,066","3,115","1,417","281","39"
"충청북도 제천시 (4315000000)","128,192","128,192","2,449","3,392","4,945","6,016","6,383","6,259","5,983","5,383","6,948","7,965","10,038","12,076","11,974","13,486","9,865","5,950","4,714","3,019","1,074","235","38","64,719","64,719","1,285","1,774","2,511","3,102","3,494","3,544","3,447","2,868","3,621","4,138","5,145","6,194","6,081","6,697","4,902","2,701","1,883","1,020","273","35","4","63,473","63,473","1,164","1,618","2,434","2,914","2,889","2,715","2,536","2,515","3,327","3,827","4,893","5,882","5,893","6,789","4,963","3,249","2,831","1,999","801","200","34"
"충청북도 보은군 (4372000000)","31,181","31,181","387","560","804","972","849","985","912","969","1,222","1,482","2,019","2,842","3,653","4,335","3,150","2,178","1,745","1,329","628","148","12","15,874","15,874","196","297","412","518","479","594","535","519","644","815","1,125","1,557","2,004","2,281","1,580","1,055","666","423","145","26","3","15,307","15,307","191","263","392","454","370","391","377","450","578","667","894","1,285","1,649","2,054","1,570","1,123","1,079","906","483","122","9"
"충청북도 옥천군 (4373000000)","50,547","50,547","688","969","1,570","1,922","1,754","2,049","1,781","1,677","2,289","2,953","3,847","4,858","5,289","6,202","4,675","3,120","2,394","1,582","757","152","19","25,696","25,696","341","515","812","1,027","1,012","1,152","981","902","1,169","1,556","2,051","2,547","2,875","3,218","2,351","1,515","920","514","196","36","6","24,851","24,851","347","454","758","895","742","897","800","775","1,120","1,397","1,796","2,311","2,414","2,984","2,324","1,605","1,474","1,068","561","116","13"
"충청북도 영동군 (4374000000)","43,011","43,011","554","725","1,191","1,480","1,369","1,457","1,394","1,236","1,625","2,129","3,160","4,139","4,784","5,691","4,170","2,983","2,486","1,643","661","116","18","21,731","21,731","293","359","603","797","725","840","805","661","879","1,128","1,755","2,284","2,487","2,955","2,119","1,356","967","530","170","16","2","21,280","21,280","261","366","588","683","644","617","589","575","746","1,001","1,405","1,855","2,297","2,736","2,051","1,627","1,519","1,113","491","100","16"
"충청북도 증평군 (4374500000)","36,741","36,741","931","1,235","1,689","1,685","1,425","2,090","2,426","2,062","2,500","2,710","2,905","3,275","3,027","3,142","2,202","1,365","1,055","683","283","44","7","19,158","19,158","462","641","864","885","849","1,228","1,388","1,133","1,382","1,462","1,573","1,726","1,561","1,601","1,063","637","409","222","61","9","2","17,583","17,583","469","594","825","800","576","862","1,038","929","1,118","1,248","1,332","1,549","1,466","1,541","1,139","728","646","461","222","35","5"
"충청북도 진천군 (4375000000)","85,569","85,569","2,359","3,203","4,262","4,140","3,011","4,249","5,372","5,284","6,518","7,104","7,123","7,537","6,943","6,767","4,419","2,730","2,091","1,634","681","125","17","45,294","45,294","1,237","1,664","2,176","2,160","1,759","2,459","3,152","2,942","3,509","3,874","3,955","4,103","3,805","3,524","2,194","1,294","791","543","137","15","1","40,275","40,275","1,122","1,539","2,086","1,980","1,252","1,790","2,220","2,342","3,009","3,230","3,168","3,434","3,138","3,243","2,225","1,436","1,300","1,091","544","110","16"
"충청북도 괴산군 (4376000000)","37,415","37,415","419","604","809","933","1,003","1,088","1,048","1,058","1,366","1,728","2,460","3,717","4,770","5,565","3,988","2,598","2,076","1,482","574","115","14","19,395","19,395","211","324","411","480","574","659","593","585","743","971","1,402","2,019","2,539","3,031","2,064","1,308","816","509","134","21","1","18,020","18,020","208","280","398","453","429","429","455","473","623","757","1,058","1,698","2,231","2,534","1,924","1,290","1,260","973","440","94","13"
"충청북도 음성군 (4377000000)","95,954","95,954","1,838","2,341","3,541","3,905","3,220","4,941","5,467","4,629","5,517","6,807","8,226","9,572","9,547","9,706","6,528","3,913","3,064","2,107","868","187","30","51,296","51,296","918","1,217","1,860","2,116","1,781","2,914","3,232","2,672","3,087","3,753","4,584","5,270","5,256","5,211","3,309","1,888","1,284","699","209","30","6","44,658","44,658","920","1,124","1,681","1,789","1,439","2,027","2,235","1,957","2,430","3,054","3,642","4,302","4,291","4,495","3,219","2,025","1,780","1,408","659","157","24"
"충청북도 단양군 (4380000000)","26,628","26,628","278","437","697","798","702","802","797","780","1,008","1,320","1,862","2,646","3,215","4,012","2,692","1,860","1,416","918","311","70","7","13,636","13,636","133","219","380","426","417","468","461","435","539","717","1,004","1,453","1,735","2,066","1,369","863","565","300","76","10","0","12,992","12,992","145","218","317","372","285","334","336","345","469","603","858","1,193","1,480","1,946","1,323","997","851","618","235","60","7"
"충청남도  (4400000000)","2,138,785","2,138,785","52,053","71,017","99,606","103,002","94,345","114,308","128,395","123,837","148,855","162,390","172,935","180,981","169,787","172,891","122,348","88,967","63,684","44,739","20,182","3,989","474","1,098,635","1,098,635","26,668","36,423","51,151","53,448","50,998","64,367","71,762","66,909","79,241","86,989","91,986","95,678","88,758","87,204","59,516","41,493","25,432","14,620","5,178","737","77","1,040,150","1,040,150","25,385","34,594","48,455","49,554","43,347","49,941","56,633","56,928","69,614","75,401","80,949","85,303","81,029","85,687","62,832","47,474","38,252","30,119","15,004","3,252","397"
"충청남도 천안시 (4413000000)","666,182","666,182","18,427","24,107","33,577","34,592","37,700","46,709","51,688","46,762","53,222","55,465","56,150","55,707","47,025","41,306","25,392","16,467","10,962","7,270","3,004","585","65","341,662","341,662","9,416","12,419","17,140","17,727","19,520","25,479","28,417","25,093","28,159","29,255","28,581","28,291","24,110","20,716","12,271","7,525","4,365","2,357","714","98","9","324,520","324,520","9,011","11,688","16,437","16,865","18,180","21,230","23,271","21,669","25,063","26,210","27,569","27,416","22,915","20,590","13,121","8,942","6,597","4,913","2,290","487","56"
"충청남도 천안시 동남구 (4413100000)","263,653","263,653","6,301","7,921","11,577","13,476","15,443","16,937","17,904","15,304","17,992","20,675","22,778","23,441","21,283","20,004","12,823","8,411","5,674","3,756","1,594","322","37","133,603","133,603","3,191","4,081","5,913","6,870","7,919","9,206","9,706","8,329","9,387","10,689","11,634","11,834","10,773","9,980","6,218","3,886","2,285","1,263","377","56","6","130,050","130,050","3,110","3,840","5,664","6,606","7,524","7,731","8,198","6,975","8,605","9,986","11,144","11,607","10,510","10,024","6,605","4,525","3,389","2,493","1,217","266","31"
"충청남도 천안시 서북구 (4413300000)","402,529","402,529","12,126","16,186","22,000","21,116","22,257","29,772","33,784","31,458","35,230","34,790","33,372","32,266","25,742","21,302","12,569","8,056","5,288","3,514","1,410","263","28","208,059","208,059","6,225","8,338","11,227","10,857","11,601","16,273","18,711","16,764","18,772","18,566","16,947","16,457","13,337","10,736","6,053","3,639","2,080","1,094","337","42","3","194,470","194,470","5,901","7,848","10,773","10,259","10,656","13,499","15,073","14,694","16,458","16,224","16,425","15,809","12,405","10,566","6,516","4,417","3,208","2,420","1,073","221","25"
